event_id,n_documents,n_filings,n_amendment_filings,n_initial_filings,has_amendment,forms,form_families,primary_form_family,entity_names,primary_entity,ciks,primary_cik,tickers,first_file_date,last_file_date,event_span_days,n_exhibits,n_primary_docs
000-12896,3,2,0,2,False,['DEFM14A' 'PREM14A'],['merger_proxy'],merger_proxy,['OLD POINT FINANCIAL CORP'],OLD POINT FINANCIAL CORP,['0000740971'],0000740971,['OPOF'],2025-05-16,2025-05-27,11,1,2
000-12919,14,13,0,13,False,['8-K'],['current_report'],current_report,"['RAVE RESTAURANT GROUP, INC.']","RAVE RESTAURANT GROUP, INC.",['0000718332'],0000718332,['RAVE'],2020-06-29,2023-09-21,1179,13,1
000-12933,20,15,0,15,False,['8-K'],['current_report'],current_report,['LAM RESEARCH CORP'],LAM RESEARCH CORP,['0000707549'],0000707549,['LRCX'],2020-01-29,2021-10-20,630,15,5
000-12957,8,2,0,2,False,['425'],['business_combination_comms'],business_combination_comms,"['ENZON PHARMACEUTICALS, INC.']","ENZON PHARMACEUTICALS, INC.",['0000727510'],0000727510,['ENZN'],2025-06-23,2025-10-24,123,6,2
000-13215,23,20,2,18,True,['8-K' '8-K/A'],['current_report' 'other'],mixed,"['CLOUDCOMMERCE, INC.' 'AiAdvertising, Inc.']","CLOUDCOMMERCE, INC.",['0000743758'],0000743758,['AIAD'],2020-01-24,2023-06-12,1235,7,16
000-13292,21,17,0,17,False,['425' 'DEFM14A'],['business_combination_comms' 'merger_proxy'],mixed,['MCGRATH RENTCORP'],MCGRATH RENTCORP,['0000752714' '0001647088'],0000752714,['MGRC'],2024-01-29,2024-07-12,165,4,17
000-13358,2,2,0,2,False,['8-K'],['current_report'],current_report,['CAPITAL CITY BANK GROUP INC'],CAPITAL CITY BANK GROUP INC,['0000726601'],0000726601,['CCBG'],2021-05-03,2024-10-22,1268,2,0
000-13396,1,1,0,1,False,['425'],['business_combination_comms'],business_combination_comms,['CNB FINANCIAL CORP/PA'],CNB FINANCIAL CORP/PA,['0000736772'],0000736772,['CCNE' 'CCNEP'],2020-03-13,2020-03-13,0,0,1
000-13660,36,20,0,20,False,['425'],['business_combination_comms'],business_combination_comms,['SEACOAST BANKING CORP OF FLORIDA'],SEACOAST BANKING CORP OF FLORIDA,['0000730708'],0000730708,['SBCF'],2020-01-24,2025-09-02,2048,16,20
000-13789,47,16,0,16,False,['8-K'],['current_report'],current_report,"['Adhera Therapeutics, Inc.']","Adhera Therapeutics, Inc.",['0000737207'],0000737207,['ATRX'],2020-02-11,2023-06-29,1234,31,16
000-13928,9,9,0,9,False,['8-K'],['current_report'],current_report,['U S GLOBAL INVESTORS INC'],U S GLOBAL INVESTORS INC,['0000754811'],0000754811,['GROW'],2021-02-05,2025-02-12,1468,9,0
000-14319,1,1,0,1,False,['8-K'],['current_report'],current_report,"['American Clean Resources Group, Inc.']","American Clean Resources Group, Inc.",['0000773717'],0000773717,['ACRG'],2023-01-06,2023-01-06,0,0,1
000-14338,1,1,0,1,False,['8-K'],['current_report'],current_report,"['Autodesk, Inc.']","Autodesk, Inc.",['0000769397'],0000769397,['ADSK'],2022-06-21,2022-06-21,0,1,0
000-14625,1,1,0,1,False,['DEFM14A'],['merger_proxy'],merger_proxy,['TECH DATA CORP'],TECH DATA CORP,['0000790703'],0000790703,[],2020-01-10,2020-01-10,0,0,1
000-14656,10,6,0,6,False,['8-K'],['current_report'],current_report,['REPLIGEN CORP'],REPLIGEN CORP,['0000730272'],0000730272,['RGEN'],2020-12-08,2025-07-29,1694,7,3
000-14798,34,34,0,34,False,['425' 'DEFM14A'],['business_combination_comms' 'merger_proxy'],mixed,['AMERICAN WOODMARK CORP'],AMERICAN WOODMARK CORP,['0000794619' '0001941365'],0000794619,['AMWD'],2025-08-06,2025-10-24,79,0,34
000-14801,2,2,0,2,False,['DEFM14A' 'PREM14A'],['merger_proxy'],merger_proxy,['MIKROS SYSTEMS CORP'],MIKROS SYSTEMS CORP,['0000317340'],0000317340,[],2020-12-10,2020-12-22,12,0,2
000-14818,8,6,0,6,False,['8-K' 'DEFM14A' 'PREM14A'],['current_report' 'merger_proxy'],mixed,['TRANS WORLD ENTERTAINMENT CORP' 'Kaspien Holdings Inc.'],TRANS WORLD ENTERTAINMENT CORP,['0000795212'],0000795212,[],2020-01-28,2022-07-14,898,6,2
000-14902,3,2,0,2,False,['DEFM14A' 'PREM14A'],['merger_proxy'],merger_proxy,['MERIDIAN BIOSCIENCE INC'],MERIDIAN BIOSCIENCE INC,['0000794172'],0000794172,[],2022-08-25,2022-09-08,14,1,2
000-15078,8,5,0,5,False,['8-K'],['current_report'],current_report,['ETHEMA HEALTH Corp'],ETHEMA HEALTH Corp,['0000792935'],0000792935,['GRST'],2020-12-10,2023-08-11,974,3,5
000-15175,21,18,0,18,False,['425' '8-K'],['business_combination_comms' 'current_report'],mixed,['ADOBE INC.'],ADOBE INC.,['0000796343'],0000796343,['ADBE'],2022-09-15,2023-01-11,118,4,17
000-15204,2,2,0,2,False,['425' '8-K'],['business_combination_comms' 'current_report'],mixed,['NATIONAL BANKSHARES INC'],NATIONAL BANKSHARES INC,['0000796534'],0000796534,['NKSH'],2024-01-24,2024-01-24,0,1,1
000-15327,6,3,0,3,False,['8-K'],['current_report'],current_report,['CYTRX CORP' 'LadRx Corp'],CYTRX CORP,['0000799698'],0000799698,['LADX'],2020-11-17,2023-05-11,905,5,1
000-15375,36,30,0,30,False,['425'],['business_combination_comms'],business_combination_comms,['RADA ELECTRONIC INDUSTRIES LTD'],RADA ELECTRONIC INDUSTRIES LTD,['0000761238' '0001833756'],0000761238,[],2022-06-21,2022-10-19,120,6,30
000-15535,3,3,0,3,False,['8-K'],['current_report'],current_report,['LAKELAND INDUSTRIES INC'],LAKELAND INDUSTRIES INC,['0000798081'],0000798081,['LAKE'],2021-10-20,2025-04-09,1267,3,0
000-15536,4,4,0,4,False,['425' 'DEFM14A'],['business_combination_comms' 'merger_proxy'],mixed,['CODORUS VALLEY BANCORP INC'],CODORUS VALLEY BANCORP INC,['0000806279' '0000826154'],0000806279,[],2023-12-12,2024-05-24,164,0,4
000-15572,4,1,0,1,False,['425'],['business_combination_comms'],business_combination_comms,['FIRST BANCORP /NC/'],FIRST BANCORP /NC/,['0000811589'],0000811589,['FBNC'],2022-06-21,2022-06-21,0,3,1
000-15746,19,6,0,6,False,['8-K'],['current_report'],current_report,['Viewbix Inc.'],Viewbix Inc.,['0000797542'],0000797542,['VBIX' 'VBIXD'],2021-12-06,2025-03-24,1204,15,4
000-15752,2,2,0,2,False,['DEFM14A' 'PREM14A'],['merger_proxy'],merger_proxy,['CENTURY BANCORP INC'],CENTURY BANCORP INC,['0000812348'],0000812348,[],2021-05-07,2021-06-03,27,0,2
000-15867,1,1,0,1,False,['8-K'],['current_report'],current_report,['CADENCE DESIGN SYSTEMS INC'],CADENCE DESIGN SYSTEMS INC,['0000813672'],0000813672,['CDNS'],2024-09-10,2024-09-10,0,1,0
000-15946,3,3,0,3,False,['8-K'],['current_report'],current_report,['EBIX INC'],EBIX INC,['0000814549'],0000814549,['EBIXQ'],2021-04-15,2023-05-24,769,3,0
000-15950,15,12,0,12,False,['425'],['business_combination_comms'],business_combination_comms,['FIRST BUSEY CORP /NV/'],FIRST BUSEY CORP /NV/,['0000314489'],0000314489,['BUSE'],2021-01-19,2023-12-29,1074,3,12
000-16084,4,1,0,1,False,['425'],['business_combination_comms'],business_combination_comms,['CITIZENS & NORTHERN CORP'],CITIZENS & NORTHERN CORP,['0000810958'],0000810958,['CZNC'],2025-04-23,2025-04-23,0,3,1
000-16093,1,1,0,1,False,['8-K'],['current_report'],current_report,['CONMED CORP'],CONMED CORP,['0000816956'],0000816956,['CNMD'],2020-01-29,2020-01-29,0,1,0
000-16120,2,1,0,1,False,['8-K'],['current_report'],current_report,['SECURITY FEDERAL CORP'],SECURITY FEDERAL CORP,['0000818677'],0000818677,['SFDL'],2020-01-03,2020-01-03,0,1,1
000-16125,3,3,0,3,False,['8-K'],['current_report'],current_report,['FASTENAL CO'],FASTENAL CO,['0000815556'],0000815556,['FAST'],2022-01-19,2022-10-13,267,3,0
000-16195,6,4,1,3,True,['8-K' '8-K/A'],['current_report' 'other'],mixed,['II-VI INC'],II-VI INC,['0000820318'],0000820318,['COHR'],2020-06-29,2020-07-07,8,5,1
000-16244,77,39,0,39,False,['425' '8-K' 'DEFM14A'],['business_combination_comms' 'current_report' 'merger_proxy'],mixed,['VEECO INSTRUMENTS INC'],VEECO INSTRUMENTS INC,['0000103145'],0000103145,['VECO'],2020-05-13,2025-12-31,2058,65,12
000-16577,3,2,0,2,False,['DEFM14A' 'PREM14A'],['merger_proxy'],merger_proxy,['CYBEROPTICS CORP'],CYBEROPTICS CORP,['0000768411'],0000768411,[],2022-09-12,2022-09-26,14,1,2
000-16587,43,24,0,24,False,['425' '8-K' 'DEFM14A'],['business_combination_comms' 'current_report' 'merger_proxy'],mixed,"['SUMMIT FINANCIAL GROUP, INC.' 'SUMMIT FINANCIAL GROUP INC']","SUMMIT FINANCIAL GROUP, INC.",['0000811808' '0001964333'],0000811808,[],2020-01-02,2024-02-06,1496,20,23
000-17007,5,3,0,3,False,['8-K'],['current_report'],current_report,['REPUBLIC FIRST BANCORP INC'],REPUBLIC FIRST BANCORP INC,['0000834285'],0000834285,['FRBK' 'FRBKQ'],2020-08-21,2023-11-02,1168,4,1
000-17071,5,2,0,2,False,['425'],['business_combination_comms'],business_combination_comms,['FIRST MERCHANTS CORP'],FIRST MERCHANTS CORP,['0000712534'],0000712534,['FRME' 'FRMEP'],2021-11-04,2022-02-24,112,3,2
000-17077,1,1,0,1,False,['DEFM14A'],['merger_proxy'],merger_proxy,['PENNS WOODS BANCORP INC'],PENNS WOODS BANCORP INC,['0000716605'],0000716605,['PWOD'],2025-02-24,2025-02-24,0,0,1
000-17196,22,19,0,19,False,['8-K'],['current_report'],current_report,['MGP INGREDIENTS INC'],MGP INGREDIENTS INC,['0000835011'],0000835011,['MGPI'],2021-11-12,2025-10-29,1447,20,2
000-17204,24,11,2,9,True,['8-K' '8-K/A'],['current_report' 'other'],mixed,"['INFINITY ENERGY RESOURCES, INC' 'AMERICAN NOBLE GAS, INC.']","INFINITY ENERGY RESOURCES, INC",['0000822746'],0000822746,['AMNI'],2020-08-25,2023-05-08,986,15,9
000-17272,3,2,0,2,False,['8-K'],['current_report'],current_report,['BIO-TECHNE Corp'],BIO-TECHNE Corp,['0000842023'],0000842023,['TECH'],2020-11-03,2022-09-07,673,3,0
000-17378,10,9,3,6,True,['8-K' '8-K/A'],['current_report' 'other'],mixed,"['VITRO DIAGNOSTICS INC' 'Vitro Biopharma, Inc.']",VITRO DIAGNOSTICS INC,['0000793171'],0000793171,[],2020-01-27,2023-07-07,1257,4,6
000-17706,5,1,0,1,False,['425'],['business_combination_comms'],business_combination_comms,['QNB CORP.'],QNB CORP.,['0000750558'],0000750558,['QNBC'],2025-09-23,2025-09-23,0,4,1
000-17781,37,35,0,35,False,['8-K' 'DEFM14A' 'PREM14A'],['current_report' 'merger_proxy'],mixed,['NortonLifeLock Inc.' 'Gen Digital Inc.'],NortonLifeLock Inc.,['0000849399'],0000849399,['GEN'],2020-02-05,2025-01-30,1821,30,7
000-17820,10,10,0,10,False,['425' 'DEFM14A'],['business_combination_comms' 'merger_proxy'],mixed,['LAKELAND BANCORP INC'],LAKELAND BANCORP INC,['0000846901' '0001178970'],0000846901,[],2022-09-27,2023-01-25,120,0,10
000-17948,3,2,0,2,False,['DEFM14A' 'PREM14A'],['merger_proxy'],merger_proxy,['ELECTRONIC ARTS INC.'],ELECTRONIC ARTS INC.,['0000712515'],0000712515,['EA'],2025-11-10,2025-11-20,10,1,2
000-17988,20,16,0,16,False,['425' 'DEFM14A' 'PREM14A'],['business_combination_comms' 'merger_proxy'],mixed,['NEOGEN CORP'],NEOGEN CORP,['0000711377'],0000711377,['NEOG'],2021-12-14,2022-08-18,247,4,16
000-17995,1,1,0,1,False,['8-K'],['current_report'],current_report,['ZIX CORP'],ZIX CORP,['0000855612'],0000855612,[],2020-05-06,2020-05-06,0,1,0
000-17999,5,3,0,3,False,['8-K' 'DEFM14A' 'PREM14A'],['current_report' 'merger_proxy'],mixed,"['ImmunoGen, Inc.']","ImmunoGen, Inc.",['0000855654'],0000855654,[],2023-05-02,2024-01-02,245,3,2
000-18032,2,2,0,2,False,['8-K'],['current_report'],current_report,['LATTICE SEMICONDUCTOR CORP'],LATTICE SEMICONDUCTOR CORP,['0000855658'],0000855658,['LSCC'],2023-05-08,2025-01-10,613,2,0
000-18051,3,2,0,2,False,['DEFM14A' 'PREM14A'],['merger_proxy'],merger_proxy,"[""DENNY'S Corp""]",DENNY'S Corp,['0000852772'],0000852772,['DENN'],2025-11-18,2025-12-01,13,1,2
000-18059,2,2,0,2,False,['8-K'],['current_report'],current_report,['PTC INC.'],PTC INC.,['0000857005'],0000857005,['PTC'],2020-02-13,2023-01-03,1055,2,0
000-18105,7,5,0,5,False,['425' '8-K' 'PREM14A'],['business_combination_comms' 'current_report' 'merger_proxy'],mixed,['VASO Corp'],VASO Corp,['0000839087'],0000839087,['VASO'],2023-12-08,2024-09-10,277,3,4
000-18183,3,3,0,3,False,['8-K'],['current_report'],current_report,['G III APPAREL GROUP LTD /DE/'],G III APPAREL GROUP LTD /DE/,['0000821002'],0000821002,['GIII'],2020-08-07,2024-06-06,1399,3,0
000-18548,23,13,0,13,False,['425' '8-K' 'DEFM14A'],['business_combination_comms' 'current_report' 'merger_proxy'],mixed,['XILINX INC'],XILINX INC,['0000002488' '0000743988'],0000002488,[],2020-10-27,2021-03-08,132,12,11
000-18592,18,10,0,10,False,['8-K'],['current_report'],current_report,['MERIT MEDICAL SYSTEMS INC'],MERIT MEDICAL SYSTEMS INC,['0000856982'],0000856982,['MMSI'],2023-12-04,2025-10-30,696,15,3
000-18599,4,4,0,4,False,['425'],['business_combination_comms'],business_combination_comms,['BLACKHAWK BANCORP INC'],BLACKHAWK BANCORP INC,['0000700565' '0000857853'],0000700565,[],2023-03-28,2023-08-03,128,0,4
000-18640,2,2,0,2,False,['DEFM14A' 'PREM14A'],['merger_proxy'],merger_proxy,['Apex Global Brands Inc.'],Apex Global Brands Inc.,['0000844161'],0000844161,[],2021-02-22,2021-03-04,10,0,2
000-18649,1,1,0,1,False,['DEFM14A'],['merger_proxy'],merger_proxy,['NATIONAL SECURITY GROUP INC'],NATIONAL SECURITY GROUP INC,['0000865058'],0000865058,[],2022-05-23,2022-05-23,0,0,1
000-18730,20,13,2,11,True,['425' '8-K' '8-K/A'],['business_combination_comms' 'current_report' 'other'],mixed,"['DarkPulse, Inc.']","DarkPulse, Inc.",['0000866439'],0000866439,['DPLS'],2021-05-05,2023-10-03,881,11,9
000-18926,4,2,0,2,False,['8-K'],['current_report'],current_report,['Centric Brands Inc.'],Centric Brands Inc.,['0000844143'],0000844143,[],2020-05-18,2020-09-24,129,3,1
000-19028,5,5,0,5,False,['425'],['business_combination_comms'],business_combination_comms,['CCFNB BANCORP INC'],CCFNB BANCORP INC,['0000731122'],0000731122,['CCFN'],2023-04-18,2023-09-25,160,0,5
000-19034,7,5,0,5,False,['8-K'],['current_report'],current_report,"['REGENERON PHARMACEUTICALS, INC.']","REGENERON PHARMACEUTICALS, INC.",['0000872589'],0000872589,['REGN'],2020-05-29,2025-06-18,1846,6,1
000-19041,21,11,1,10,True,['8-K' '8-K/A'],['current_report' 'other'],mixed,"['USA EQUITIES CORP.' 'QHSLab, Inc.']",USA EQUITIES CORP.,['0000856984'],0000856984,['USAQ'],2020-02-19,2025-12-29,2140,14,7
000-19065,26,19,0,19,False,['425' 'DEFM14A'],['business_combination_comms' 'merger_proxy'],mixed,['SANDY SPRING BANCORP INC'],SANDY SPRING BANCORP INC,['0000824410' '0000883948'],0000824410,['SASR'],2020-01-27,2025-01-27,1827,7,19
000-19125,40,29,0,29,False,['8-K'],['current_report'],current_report,['IONIS PHARMACEUTICALS INC'],IONIS PHARMACEUTICALS INC,['0000874015'],0000874015,['IONS'],2020-02-26,2025-11-17,2091,35,5
000-19289,2,2,0,2,False,['DEFM14A' 'PREM14A'],['merger_proxy'],merger_proxy,['State Auto Financial CORP'],State Auto Financial CORP,['0000874977'],0000874977,[],2021-08-09,2021-08-27,18,0,2
000-19297,14,6,0,6,False,['425'],['business_combination_comms'],business_combination_comms,['FIRST COMMUNITY BANKSHARES INC /VA/'],FIRST COMMUNITY BANKSHARES INC /VA/,['0000859070'],0000859070,['FCBC'],2022-11-18,2025-12-18,1126,8,6
000-19333,6,5,0,5,False,['8-K'],['current_report'],current_report,['BION ENVIRONMENTAL TECHNOLOGIES INC'],BION ENVIRONMENTAL TECHNOLOGIES INC,['0000875729'],0000875729,['BNET'],2022-01-04,2025-10-08,1373,3,3
000-19357,5,3,0,3,False,['8-K'],['current_report'],current_report,"['MONRO, INC.']","MONRO, INC.",['0000876427'],0000876427,['MNRO'],2023-05-18,2025-11-10,907,3,2
000-19364,4,3,0,3,False,['8-K' 'DEFM14A' 'PREM14A'],['current_report' 'merger_proxy'],mixed,"['TIVITY HEALTH, INC.']","TIVITY HEALTH, INC.",['0000704415'],0000704415,[],2020-02-19,2022-05-24,825,2,2
